Document Index (generated),Category Code,Number Of Employees,Acquired,Competitors,No of Investors,State Code,Blog Url,Homepage Url,Money
746,mobile,100,0,0,7,CA,1,1,39.8
747,web,0,0,15,4,CA,1,1,9
749,enterprise,70,0,0,1,WA,1,1,0
750,advertising,0,0,0,8,NY,1,1,32
751,network_hosting,50,0,5,2,CA,1,1,2.5
753,network_hosting,0,1,14,3,CA,0,1,2.25
754,web,0,0,0,3,CA,0,1,6.85
755,games_video,0,0,4,8,CA,1,1,56.5
757,web,0,1,6,3,CA,0,1,1
758,games_video,0,1,0,6,CA,1,1,15
760,enterprise,230,0,6,19,CA,1,1,69.8
762,games_video,45,0,3,1,MI,1,1,10
763,software,80,0,2,7,CA,1,1,27.8
764,mobile,0,0,3,5,CA,0,1,11
767,enterprise,30,0,0,14,CA,1,1,23
768,sports,15,0,0,2,CA,1,1,1.5
769,network_hosting,0,0,4,7,WA,0,1,30
770,advertising,0,1,0,7,NY,0,1,35
771,web,0,1,28,1,CA,1,1,0
773,games_video,0,0,2,1,NY,0,1,0
775,web,43,0,8,6,CA,1,1,10.5
776,web,9,1,5,1,CA,1,1,1
777,advertising,50,1,0,14,NY,0,1,29.9
778,games_video,0,1,4,6,MD,1,1,0.6
780,enterprise,0,1,14,12,GA,1,1,33
782,mobile,0,1,7,10,WA,0,1,22.4
783,games_video,3,0,8,1,MO,1,1,0
784,web,3,1,3,1,CA,1,1,0
785,ecommerce,0,0,0,2,TX,1,1,1
786,games_video,3,0,0,1,CA,1,1,0
787,games_video,0,0,0,11,CA,0,1,35.7
789,search,0,1,0,1,CA,0,1,0
790,software,0,0,0,7,NY,1,1,37
793,web,7,0,4,3,WA,1,1,1.5
794,web,4,0,0,1,MA,1,1,0
796,enterprise,0,1,3,3,CO,0,1,8.95
797,games_video,0,0,0,1,NJ,0,1,0
798,web,10,0,0,1,VA,1,1,0
800,games_video,5,0,0,1,CA,1,1,0.05
802,advertising,0,0,2,16,CA,1,1,46
804,web,42,1,5,9,CA,1,1,14.3
805,web,7,0,0,2,CA,1,1,3.6
806,consulting,0,1,3,7,MA,1,1,33
807,web,0,0,0,2,CA,0,1,4.8
808,web,25,0,0,10,CA,1,1,21.3
809,advertising,0,1,0,1,WA,0,1,0
810,web,0,0,0,4,CA,0,1,0
811,web,0,0,0,5,CA,0,1,11
812,web,0,0,0,2,CA,0,1,0
814,web,4,0,0,3,CA,1,1,0.9
815,web,0,0,0,3,AZ,0,1,0
816,web,12,1,0,2,CA,1,1,7.9
817,advertising,0,0,0,11,CA,0,1,61.1
819,software,0,0,10,13,CO,1,1,9.02
820,mobile,0,1,24,6,CA,1,1,32
821,web,0,0,5,1,FL,0,1,0
822,games_video,0,0,3,2,CA,0,1,5
823,web,0,0,0,1,CA,0,1,0.8
824,web,0,0,0,1,CA,0,1,0.75
825,web,8,0,0,1,PA,0,1,0.15
827,advertising,120,0,6,10,CA,0,1,40.8
828,advertising,0,0,0,1,CA,0,1,5.1
829,advertising,0,0,0,2,CA,0,1,1
830,advertising,60,0,0,19,CA,0,1,59.8
831,advertising,0,0,0,9,NY,1,1,18.5
833,advertising,0,1,0,5,CA,0,1,10
834,web,5,0,0,1,CA,1,1,0
835,network_hosting,0,0,2,1,CA,1,1,0
836,web,5,0,0,1,NJ,0,1,0
837,web,0,1,0,1,WI,0,1,0
838,finance,0,0,0,1,NY,0,1,3.1
839,advertising,1000,1,8,1,UT,0,1,25
840,web,65,0,0,1,TX,1,1,0
841,web,0,0,0,1,CA,0,1,0
842,enterprise,0,1,0,1,CA,1,1,0
843,software,0,1,0,1,CA,0,1,0
844,transportation,190,0,2,7,TX,1,1,44.7
845,web,120,0,0,8,CA,0,1,10
846,advertising,0,0,0,10,MA,1,1,22.6
848,software,100,0,0,14,CA,1,1,46.8
849,software,3,0,0,1,WA,1,1,0
850,ecommerce,0,0,0,11,CA,0,1,15.3
851,web,0,1,4,2,GA,1,1,75
852,web,0,1,0,1,NY,0,1,0
853,web,0,0,0,1,CA,0,1,0
854,web,0,0,0,1,WA,0,1,0
855,web,0,1,0,1,CA,0,1,0
856,web,0,0,0,1,CA,0,1,0
857,web,23,0,0,2,WA,1,1,1.95
858,games_video,0,0,0,10,MD,0,1,586
860,software,3,0,0,1,CA,0,1,0
861,network_hosting,0,0,0,1,CA,1,1,0
863,web,0,0,10,7,WA,1,1,0.92
865,photo_video,24,0,2,9,NY,1,1,40
867,web,0,0,4,1,VA,0,1,0
868,web,30,1,5,1,IL,0,1,0
869,advertising,0,0,0,3,CA,0,0,30.2
870,games_video,0,0,0,1,CA,0,1,50
873,music,1,0,4,6,MA,0,1,29.9
874,games_video,0,0,4,1,CA,1,1,0.35
875,web,0,1,0,1,CA,0,1,0
876,web,5,0,0,5,CA,0,1,2
878,mobile,30,1,6,12,CA,1,1,14
879,advertising,0,0,0,5,NY,0,1,8.5
880,web,0,0,10,1,WA,1,1,1.5
881,enterprise,0,0,0,4,NY,0,1,10.4
882,web,0,0,0,1,CA,0,1,0
884,ecommerce,1,1,0,2,CT,1,1,0.07
885,web,0,1,0,1,CA,0,1,0
886,web,10,0,0,3,NY,1,1,5
887,advertising,10,0,0,1,CO,1,1,0
889,ecommerce,4,0,0,1,CA,0,1,0.8
890,web,0,0,0,1,CA,0,1,0.35
891,web,0,1,0,2,TX,1,1,9.2
892,photo_video,25,0,8,2,PA,1,1,0.345
893,advertising,120,1,2,1,CA,0,1,0
894,sports,0,1,0,1,CA,0,1,1.2
895,web,0,0,0,1,CA,1,1,0
896,web,3,0,2,1,GA,1,1,0
897,games_video,0,0,0,1,MA,1,1,0
900,web,15,0,0,1,WA,1,1,5
902,software,500,0,0,6,CA,1,1,40
903,enterprise,40,0,2,1,CA,1,1,15.6
904,web,0,1,0,1,CA,0,1,6.5
905,ecommerce,611,0,7,1,CA,0,1,0
906,mobile,0,1,0,6,NY,1,1,0.5
907,search,1,0,0,1,VA,0,1,0
908,web,0,0,0,1,CA,0,1,0
909,web,0,0,0,1,MN,0,1,0
910,software,45,0,0,5,MA,1,1,11
911,security,120,1,3,6,CA,1,1,25
913,web,0,0,0,2,CA,0,0,6
914,web,0,1,0,3,NJ,1,1,5
916,games_video,0,0,0,5,PA,0,1,8.5
918,web,0,0,6,1,CA,1,1,0
924,enterprise,0,0,0,1,NY,1,1,1
925,other,0,0,2,1,NY,1,1,6
926,search,25,1,10,1,CA,1,1,7
928,music,0,1,4,16,NY,1,1,6.7
930,web,0,1,0,7,NY,0,1,8.9
931,network_hosting,0,0,0,2,NJ,0,1,2.5
932,web,2,0,8,1,CA,1,1,0
933,advertising,1000,0,6,12,NY,1,1,40
934,web,0,0,0,2,CA,0,1,7
935,games_video,0,1,4,8,NY,0,1,17.2
936,other,20,1,4,5,WA,1,1,12
941,web,0,0,4,1,NY,0,1,0
942,web,0,1,6,2,WA,1,1,5.4
944,web,6,0,0,1,FL,1,1,2.5
945,software,650,0,6,18,MA,1,1,131
947,mobile,3,0,0,2,MA,1,1,4
948,web,0,0,0,2,CA,0,1,0.5
950,messaging,80,0,3,34,NJ,0,1,141
951,web,0,1,3,9,CA,1,1,3.5
952,security,0,1,0,2,CA,0,1,11
953,enterprise,0,0,3,5,MA,1,1,25.9
955,web,8,0,0,4,CA,1,1,10.5
957,web,0,1,2,1,NY,0,1,0.5
958,enterprise,0,0,0,4,AZ,1,1,16
959,web,10,0,0,1,NJ,1,1,0
961,advertising,30,1,0,2,CA,1,1,3
962,web,0,0,0,1,CA,0,1,0
963,web,0,1,7,1,CA,1,1,0
965,mobile,0,0,0,1,PA,0,0,0
967,web,0,0,0,3,FL,1,1,6
969,advertising,36,1,0,5,CA,0,1,9
970,web,0,0,0,1,CA,0,1,0
971,web,0,0,0,1,CA,0,0,4.5
972,network_hosting,0,0,3,4,NY,0,1,17
973,enterprise,0,1,0,3,CA,1,1,10
975,web,0,1,0,3,CA,0,1,7
976,hospitality,250,0,3,13,IL,1,1,84.1
978,social,30,0,0,7,CA,1,1,10.2
980,web,1,0,0,1,CA,0,1,0
981,games_video,0,0,0,10,WA,1,1,84
982,fashion,0,0,4,17,NY,0,1,236
983,software,25,0,3,1,CA,1,1,0
984,web,0,1,0,1,NY,1,1,7
985,enterprise,3,0,0,1,NY,1,1,0
986,photo_video,0,1,0,7,WA,1,1,14
988,web,0,0,3,1,CA,1,1,0
989,search,0,0,4,11,CA,0,1,21.7
990,web,0,1,0,9,CA,1,1,0.715
991,web,0,1,9,11,CA,1,1,55
992,web,2,0,0,1,CA,0,1,0
993,search,5,1,5,2,VA,1,1,0.75
994,web,350,1,12,1,TX,0,1,0
995,web,70,1,12,8,CA,1,1,2.75
996,mobile,28,1,3,4,CA,1,1,11
997,web,0,0,0,1,NY,1,1,0
998,social,0,0,3,6,CA,0,1,30.5
999,web,21,0,8,3,CA,1,1,8
1000,web,14,0,5,1,NY,1,1,0
1001,ecommerce,0,0,4,12,NY,1,1,107
1003,web,70,0,5,5,NC,1,1,2.51
1004,web,10,0,0,1,CA,1,1,0
1005,web,3,0,3,1,NY,1,1,0
1006,games_video,0,0,0,2,NY,0,1,5
1007,mobile,60,1,8,9,CA,1,1,14.8
1009,network_hosting,0,0,0,1,NY,1,1,0
1010,games_video,2,0,0,1,CA,1,1,0
1011,web,0,0,0,1,TX,1,1,0.6
1012,games_video,0,0,2,17,CA,1,1,37.7
1014,software,39,0,0,14,TX,1,1,36.5
1015,ecommerce,400,0,0,27,CA,1,1,467
1016,network_hosting,350,0,5,3,CA,1,1,96.5
1017,enterprise,0,0,2,1,CA,1,1,0
1018,search,101,1,17,17,CT,1,1,235
1019,search,15,0,8,3,CA,1,1,1
1020,enterprise,400,0,0,15,MA,1,1,68.5
1021,web,0,0,0,2,CA,0,0,20
1022,hardware,20,0,0,7,CA,1,1,17.5
1023,web,0,0,2,1,DC,0,1,0
1025,cleantech,0,0,2,18,VA,0,1,285
1026,hardware,0,0,0,6,ID,0,1,23.3
1027,cleantech,0,0,0,14,TX,0,1,253
1028,ecommerce,300,0,12,23,NY,1,1,91.7
1029,cleantech,4,0,0,13,CA,0,1,123
1030,cleantech,0,0,0,5,TX,0,1,298
1032,nonprofit,0,0,5,7,CA,1,1,16.4
1033,nanotech,0,0,2,35,CA,1,1,520
1034,network_hosting,0,1,0,3,TX,0,1,14.5
1036,mobile,0,1,0,11,CA,1,1,36
1038,web,0,0,0,2,WA,0,1,1
1039,automotive,500,0,2,35,CA,1,1,823
1040,search,5,0,0,1,AZ,1,1,0
1041,advertising,0,0,7,2,NY,1,1,225
1042,web,0,0,0,1,NY,1,1,0
1044,software,60,0,6,7,CA,1,1,12.5
1045,web,25,0,0,1,MA,0,1,0
1046,web,10,0,3,3,NY,1,1,5.7
1047,messaging,0,0,2,4,CA,1,1,18.5
1048,games_video,0,1,5,5,WA,1,1,9.65
1049,web,22,0,6,1,NY,1,1,0
1050,mobile,0,0,0,4,CA,0,1,1.25
1051,games_video,5,0,0,1,NJ,1,1,0
1052,web,30,1,7,1,CA,0,1,0
1053,web,11,1,4,5,NY,1,1,5.6
1054,web,0,1,12,2,MA,1,1,0
1055,web,0,0,2,1,CA,1,1,0
1058,web,0,0,0,1,CA,1,1,0
1059,games_video,0,0,0,1,CA,1,1,0
1061,web,0,0,0,1,NY,0,1,10
1062,web,0,1,2,5,CA,1,1,10
1063,mobile,0,0,0,1,CA,0,1,0.1
1064,search,0,0,7,26,CA,1,1,60.2
1065,web,26,1,2,2,WI,0,1,5
1067,network_hosting,0,1,0,2,MA,0,1,10
1070,web,0,1,0,1,CA,1,1,0
1071,network_hosting,0,1,0,10,CA,1,1,80
1072,ecommerce,80,0,0,1,CA,1,1,47
1073,software,0,0,0,16,CA,1,1,135
1074,search,0,0,8,1,NY,1,1,0
1075,games_video,0,0,0,2,NV,1,1,3
1076,web,0,0,0,1,NY,1,1,0
1077,web,0,1,0,1,CA,0,1,0
1078,software,36,1,0,5,CA,0,1,9.15
1079,software,8,0,0,4,MN,1,1,5.19
1080,games_video,0,0,3,1,PA,1,1,0
1081,network_hosting,7,0,0,1,CA,1,1,6
1082,web,0,1,0,8,VA,0,1,42
1083,games_video,0,0,0,6,NY,1,1,6.2
1084,network_hosting,2,1,0,4,CA,1,1,0.5
1085,network_hosting,0,0,0,1,CA,0,1,0
1086,games_video,0,1,0,7,CA,1,1,23.3
1087,advertising,0,0,0,8,DC,0,1,15.6
1088,education,35,1,10,6,WA,1,1,19.4
1089,mobile,0,0,0,2,CA,0,1,9.5
1090,web,1,0,0,1,CA,0,1,0
1091,ecommerce,4,0,0,1,NY,0,1,0
1092,enterprise,0,0,6,13,CA,1,1,112
1094,web,200,1,9,1,TX,1,1,0
1098,ecommerce,2,1,4,1,IL,1,1,0
1099,advertising,0,0,2,5,CA,0,1,5.7
1102,network_hosting,175,1,0,8,CA,0,1,51.3
1103,other,30,0,4,8,CA,0,1,14.5
1104,web,0,0,0,1,NJ,1,1,0
1106,ecommerce,0,1,3,4,IL,0,1,34
1107,ecommerce,0,0,2,8,CA,0,1,58.8
1108,web,0,0,0,2,NY,1,1,4
1109,web,150,0,2,2,CA,1,1,210
1112,games_video,115,0,5,32,CA,1,1,860
1120,analytics,5,0,0,1,CO,0,1,0.768
1121,advertising,95,0,0,7,CA,1,1,18
1122,web,0,0,0,1,CA,1,1,0
1123,software,0,0,0,1,CA,0,1,0
1124,web,10,0,0,1,CA,1,1,0.5
1125,web,0,1,0,3,CA,0,1,3
1126,enterprise,0,1,0,2,CA,0,1,9.25
1127,web,0,0,0,4,CA,1,1,1.3
1128,advertising,0,0,0,1,CA,0,1,5
1129,web,0,0,0,3,CA,0,1,13
1130,software,17,0,0,1,TX,1,1,4.5
1133,web,0,1,0,2,CA,1,1,3
1135,finance,70,0,0,9,CA,1,1,33
1139,other,0,0,2,1,CA,0,1,0
1140,advertising,0,0,5,10,CA,1,1,61.2
1141,web,1,0,0,1,CO,1,1,0
1142,web,2,0,0,1,CA,0,1,0
1143,web,0,0,0,1,CA,1,1,0
1146,web,0,0,0,1,CO,1,1,0
1149,analytics,20,0,0,5,CA,1,1,9.46
1150,advertising,0,1,0,14,CA,1,1,60
1151,advertising,0,0,8,21,MA,1,1,90
1153,ecommerce,0,1,0,5,WA,1,1,3.6
1154,games_video,0,1,0,1,CA,0,1,3.3
1155,software,15,1,2,7,CA,1,1,13.5
1156,advertising,150,0,2,13,CA,1,1,119
1157,web,0,1,3,4,VA,0,1,50
1158,web,1,0,0,1,MA,0,1,0
1159,search,0,0,0,11,CO,1,1,12.5
1160,games_video,0,0,0,1,NY,0,1,0
1161,search,500,1,3,14,MA,0,1,65
1162,advertising,50,1,0,15,CO,1,1,28.3
1163,network_hosting,0,0,0,4,CT,0,1,55.6
1165,games_video,6,0,0,1,CO,1,1,0
1166,software,6,0,5,1,NC,1,1,0
1167,games_video,12,0,10,1,CA,1,1,0
1169,web,28,0,0,2,CA,1,1,1.51
1171,other,0,0,0,1,CT,0,1,2
1173,enterprise,80,1,7,8,CA,1,1,13
1174,web,9,1,0,23,CA,1,1,3.15
1175,public_relations,0,1,0,1,CA,0,1,0
1176,web,160,1,2,1,MO,1,1,0
1177,web,0,0,3,14,VA,1,1,68.2
1178,web,0,1,3,1,CA,0,1,0
1179,web,0,0,0,1,CA,0,1,0
1182,games_video,0,0,2,1,CA,0,1,0
1184,games_video,0,0,5,1,MI,1,1,0
1186,legal,2,0,2,4,MA,1,1,1
1187,web,21,0,0,1,CA,0,1,0
1188,public_relations,17,0,0,1,CA,1,1,0
1189,web,5,1,0,4,CA,1,1,0.9
1191,web,10,0,0,1,CA,1,1,2
1193,web,17,0,0,4,KY,1,1,5
1196,web,2,0,0,1,NH,1,1,0
1198,web,4,0,0,1,GA,0,1,0
1199,security,109,1,0,3,TX,1,1,20
1200,web,67,0,2,1,KS,1,1,0
1203,advertising,0,0,0,1,FL,0,1,0
1205,web,5,0,0,2,VA,0,1,5
1206,web,30,0,0,1,VA,1,1,0
1207,web,0,1,0,1,PA,1,1,0
1209,web,2,0,0,1,HI,1,1,0
1210,web,5,0,0,1,NC,0,1,0
1211,enterprise,10,0,0,1,CA,0,1,0
1213,software,30,0,17,5,WA,1,1,2.2
1216,web,3,0,0,1,WA,0,1,0
1217,web,4,0,0,1,PA,1,1,0
1219,web,3,0,0,1,WA,1,1,0
1220,web,700,0,0,1,CA,0,1,0
1221,enterprise,0,0,0,13,MA,1,1,56.6
1222,web,4,0,0,1,CA,0,1,0
1224,web,2,0,0,1,CA,1,1,0
1225,web,22,0,0,1,CA,0,1,0
1226,web,11,0,0,1,WA,1,1,0
1227,web,3,0,0,1,CA,0,1,0
1229,web,3,0,0,1,WA,1,1,0
1230,web,0,0,0,1,NY,1,1,0
1231,web,100,0,4,1,WA,1,1,0
1233,web,25,0,16,1,CA,1,1,13.5
1234,web,5,1,3,1,CA,0,1,0.1
1235,public_relations,0,0,0,7,CA,1,1,0.32
1237,games_video,0,0,3,1,NY,1,1,0
1238,web,23,1,4,1,VA,0,1,0
1243,network_hosting,0,0,0,2,CA,1,1,13.1
1245,web,0,0,0,1,WA,1,1,0
1246,web,4,0,0,1,WA,1,1,0
1247,public_relations,40,0,0,1,CA,1,1,0
1248,advertising,0,0,0,1,NV,0,1,0
1251,web,0,0,0,1,VA,1,1,0
1254,web,9,1,3,2,WA,1,1,2.7
1256,web,3,0,0,1,NY,0,1,0
1257,web,45,0,0,1,IL,0,1,0
1258,software,60,0,0,1,CA,0,1,0
1261,misc,0,0,0,1,NY,0,1,0
1262,advertising,30,0,0,4,CA,1,1,12.2
1263,software,0,1,0,1,CA,0,1,7
1269,misc,0,0,0,1,CA,1,1,0
1271,web,12,0,0,1,CA,1,1,0
1273,software,0,1,0,1,GA,1,1,0
1276,web,0,0,0,2,CA,0,1,5.8
1278,web,0,0,0,1,CA,1,1,0
1283,web,0,0,0,1,WI,0,1,0
1284,web,0,0,0,1,NY,1,1,0
1285,web,7,0,0,1,CA,0,1,0
1286,software,14,0,2,1,CA,1,1,0
1287,web,5,0,0,1,NJ,1,1,0
1289,web,2,0,0,1,NY,1,1,0
1290,advertising,24,0,0,2,CO,1,1,12
1292,games_video,0,1,11,1,MA,1,1,12
1295,web,0,0,2,2,IL,1,1,7.3
1296,health,55,0,0,3,WA,1,1,8.99
1297,web,0,1,0,6,CA,1,1,20
1298,web,3,0,0,1,CA,1,1,0
1299,software,6,0,0,3,PA,1,1,0.355
1300,web,90,0,0,3,CA,1,1,11
1302,web,6,0,0,1,CA,1,1,0
1303,public_relations,0,0,0,1,CA,0,1,0
1304,enterprise,0,0,0,1,CA,0,1,0
1305,web,2,0,2,1,MA,1,1,0
1306,web,11,0,0,1,OR,0,1,0
1307,web,42,0,0,1,CO,0,1,0
1309,games_video,200,0,3,4,CA,1,1,17.5
1310,software,5,0,0,1,NY,1,1,0
1312,search,9,1,0,1,CA,1,1,0
1313,web,10,0,0,2,CA,0,1,0.99
1314,misc,0,1,0,1,CA,0,0,0
1315,software,0,1,0,1,CA,0,0,0
1316,software,38,0,2,9,UT,0,1,23.5
1318,web,4,0,0,1,WA,0,1,0.85
1319,games_video,2,0,3,1,CA,1,0,0
1320,web,5,0,0,1,CA,1,1,0
1321,software,20,1,0,1,WA,1,1,0.5
1323,web,0,0,4,3,NY,0,1,2.23
1325,advertising,0,1,10,1,NY,0,1,0
1326,web,25,0,0,1,FL,0,1,0
1327,web,1,0,0,1,CA,0,1,0
1328,mobile,23,0,0,1,CA,0,1,0
1329,web,9,0,0,1,WA,0,1,0
1330,web,4,0,0,1,CA,0,1,0
1338,web,0,0,0,1,NY,0,1,0
1339,web,65,0,0,2,NY,1,1,4
1340,software,26,0,0,1,GA,0,1,0
1342,other,1,0,6,1,ME,1,1,0.02
1344,software,23,1,0,3,WA,1,1,3.6
1345,advertising,55,0,2,8,CA,1,1,10.8
1346,consulting,225,1,0,1,CA,1,1,0
1348,advertising,4,0,0,1,AZ,0,1,0.05
1349,web,32,0,0,2,CA,1,1,10
1350,ecommerce,0,1,0,5,CA,0,1,9.5
1352,web,0,0,4,1,CA,0,1,0
1358,web,30,0,0,6,CA,1,1,7
1359,web,10,1,0,1,TX,0,1,0
1360,web,65,1,0,1,TX,0,1,0
1363,advertising,50,0,4,6,MA,1,1,78.3
1364,web,6,0,5,1,NY,1,1,0
1365,games_video,10,0,0,1,CA,0,1,0
1366,web,4,0,0,1,OH,0,1,0
1367,misc,0,0,0,1,CA,0,0,0
1368,software,0,1,0,1,CA,0,1,0
1369,web,8,0,3,1,CA,1,1,4
1370,advertising,8,1,0,1,CA,0,1,0
1372,web,0,1,0,1,MA,1,1,0
1373,games_video,0,0,0,1,OK,1,1,0
1374,web,11,1,9,6,WA,1,1,1
1375,web,10,0,39,1,ME,1,1,0
1377,ecommerce,0,0,2,1,NC,1,1,0
1378,web,10,1,2,1,IL,1,1,0
1379,web,0,0,3,1,CA,1,1,0
1380,web,0,1,2,5,OH,1,1,6.63
1381,web,0,0,0,1,NY,0,1,0
1383,web,0,0,0,4,CA,0,1,7.05
1384,web,110,0,3,1,NY,1,1,7.25
1386,web,10,0,0,1,PA,0,1,0.3
1387,mobile,0,0,4,5,CA,0,1,26
1388,web,2,0,0,1,CA,0,1,0
1389,travel,0,0,17,10,TX,1,1,504
1390,web,0,1,0,1,TX,0,1,0
1391,misc,0,1,0,1,VA,0,1,0
1392,misc,0,1,0,1,TX,0,1,0
1393,web,0,0,0,1,CO,0,1,0
1394,ecommerce,2,0,0,1,TX,0,1,0
1395,web,30,0,2,1,AL,0,1,0
1396,web,0,0,5,1,NV,1,1,0
1397,games_video,0,1,0,1,NY,0,1,0
1398,hardware,400,0,0,1,CA,0,1,0
1401,web,163,0,5,1,CA,0,1,0
1404,software,9,0,0,1,CA,1,1,0
1405,web,8,0,0,1,CA,0,1,0
1406,web,0,0,0,1,CA,1,1,0
1408,web,2,0,0,1,CA,1,1,0
1409,hospitality,3,0,0,1,CA,1,1,0
1410,music,60,1,5,15,CA,1,1,24.9
1411,news,0,0,0,23,NY,0,1,46.3
1412,misc,0,1,0,1,CA,0,0,0
1413,web,0,0,0,1,TX,0,1,0
1414,web,0,0,0,1,CA,0,1,0
1418,enterprise,7,0,0,1,NJ,1,1,0
1419,software,0,0,0,1,CA,0,1,0
1422,web,0,0,4,1,DC,1,1,0
1423,web,0,0,0,1,MA,1,1,0
1424,public_relations,0,0,0,1,MA,1,1,0
1425,games_video,100,1,3,8,CA,0,1,17.1
1426,games_video,0,0,4,1,CA,1,1,0
1427,mobile,0,1,0,20,CA,0,1,118
1430,web,0,0,0,1,FL,0,1,0
1436,web,2,0,0,1,NJ,0,1,0
1437,web,1,0,0,1,FL,1,1,0
1441,advertising,2,0,3,1,NJ,1,1,0
1444,enterprise,300,0,5,2,CA,0,1,22
1445,software,0,1,2,2,CA,1,1,10
1447,web,1,0,0,1,NJ,1,1,0.1
1450,public_relations,0,0,0,1,TX,0,1,0
1452,web,0,0,2,1,CA,0,1,0
1454,web,0,0,0,1,WA,1,1,0
1457,software,0,1,0,1,CA,0,1,0
1458,web,10,0,2,1,GA,1,1,0
1460,mobile,8,0,3,5,ME,1,1,2.08
1461,misc,0,0,0,1,CA,0,1,0
1465,software,2,0,0,1,TX,1,1,0
1466,software,0,0,0,1,CA,0,1,0
1467,enterprise,40,1,0,2,CA,0,1,0
1468,education,8,0,6,2,NJ,1,1,0.75
1470,analytics,18,0,0,3,CA,0,1,0
1472,network_hosting,0,1,0,3,OR,0,1,8.8
1473,web,0,1,0,1,CA,0,0,0
1474,hardware,0,0,0,2,CA,0,1,2.63
1477,web,0,0,8,1,NC,1,1,0
1478,software,0,0,0,6,CA,1,1,7.5
1480,ecommerce,4,0,3,1,PA,0,1,0.1
1481,web,8,0,0,1,MI,0,1,0
1482,search,0,1,2,1,MD,0,1,0
1486,software,0,0,0,1,MN,1,1,0.05
1488,web,11,0,0,1,PA,0,1,0
1489,web,0,0,3,1,MA,0,1,0
1490,other,0,0,0,1,NY,0,1,0
1492,mobile,20,1,0,1,CA,1,1,0
1493,web,3,0,0,1,NE,0,1,0
1495,advertising,60,0,2,3,NY,1,1,21
1497,software,20,1,0,1,CA,1,1,0
1499,mobile,5,0,0,1,FL,0,1,0
1500,games_video,5,0,0,1,MA,1,1,0.5
1501,web,0,1,5,1,CA,0,1,0
1502,web,0,0,0,4,MA,0,1,16.7
1503,games_video,0,0,0,1,CA,0,1,0
1504,search,8,0,3,2,CA,1,1,2
1506,advertising,160,1,2,2,NY,0,1,1.23
1508,games_video,8,0,0,2,CA,1,1,5
1509,network_hosting,1,0,0,1,NY,1,1,0
1511,advertising,10,0,3,1,MD,1,1,0
1512,mobile,50,0,2,2,WA,0,1,7.2
1516,games_video,0,0,3,3,TX,1,1,9.7
1517,web,113,0,6,2,FL,1,1,4.44
1518,misc,0,1,0,1,NJ,0,0,0
1519,search,0,1,0,2,FL,0,0,26
1520,analytics,150,0,2,10,FL,1,1,72
1523,other,0,0,0,1,GA,0,1,0
1524,games_video,5,0,0,1,CA,1,1,0
1525,games_video,11,0,0,8,CA,1,1,8.11
1526,web,4,0,14,1,NY,1,1,0
1527,games_video,2,0,0,1,CA,0,1,0
1528,consulting,10,0,0,1,DC,0,1,0
1529,software,280,0,6,22,CA,1,1,251
1530,finance,5,0,6,6,CA,0,1,10.3
1531,public_relations,4,0,0,2,IL,1,1,0.02
1534,biotech,0,0,0,1,FL,1,1,0
1535,misc,0,0,0,1,NJ,0,0,0
1536,software,5,0,0,1,CA,0,1,0
1538,games_video,0,0,3,7,CA,1,1,27
1539,mobile,20,1,0,5,CA,0,1,11.5
1545,web,0,0,3,1,CA,1,1,0
1546,software,30,0,0,1,CA,1,1,0
1547,games_video,0,0,2,1,MN,1,1,0
1549,advertising,0,0,0,4,CA,1,1,17.1
1550,advertising,0,1,3,6,CA,0,1,17.6
1551,web,26,0,7,6,NY,0,1,29.3
1553,finance,0,0,0,6,WA,1,1,1.5
1554,ecommerce,5,0,3,1,IL,0,1,0
1555,games_video,4,1,3,1,CA,0,1,0
1556,enterprise,100,0,4,4,CA,0,1,16
1557,mobile,0,0,3,15,CA,1,1,34.5
1558,software,22,0,2,1,CA,1,1,0
1562,web,0,1,4,1,NY,1,1,1
1563,web,2,0,0,1,NV,1,1,0
1564,web,0,0,2,6,NY,1,1,6.54
1565,software,0,0,0,1,CA,0,1,0
1566,advertising,0,0,0,1,WI,0,1,0
1567,games_video,4,0,0,1,VA,0,1,0
1569,software,4,0,0,1,AL,0,1,0
1572,network_hosting,2,0,0,1,NY,1,1,0
1573,mobile,0,0,5,1,VA,1,1,0
1575,games_video,0,0,0,1,TX,0,1,0
1576,web,7,0,0,1,TX,0,1,0
1577,mobile,18,1,7,5,CA,1,1,11.2
1582,mobile,0,0,4,1,CO,0,1,0
1583,search,0,0,0,1,CA,0,1,0
1585,misc,0,1,2,3,TX,0,0,10
1587,advertising,150,0,7,24,CA,1,1,63.3
1588,web,95,0,2,1,NY,1,1,0
1589,web,0,0,7,2,CA,1,1,6.25
1591,web,2,0,4,1,PA,1,1,0
1593,photo_video,0,0,8,5,NY,1,1,11
1594,games_video,55,0,0,1,CA,1,1,0
1597,web,0,0,5,1,CA,1,1,0
1598,web,60,0,6,16,CA,1,1,61
1599,web,0,0,13,1,CA,0,1,0
1600,misc,0,0,0,1,CA,0,1,0
1601,web,0,0,0,6,VA,0,1,56.3
1602,web,0,0,0,1,DC,1,1,0
1604,web,0,0,0,3,CA,1,1,9
1605,software,0,0,0,1,CA,1,1,0
1606,messaging,0,0,2,15,CA,0,1,92.5
1607,misc,0,0,11,1,PA,0,0,0
1608,web,0,0,2,1,CA,1,1,0
1611,web,0,0,8,26,NY,1,1,99
