1,1,2,0,1,9,0.896364623,0.929319372,1
0,1,2,0,0,1,0.959830867,0.919781484,0
1,1,2,0,1,1,0.956233422,0.919781484,0
1,1,2,0,1,15,1,0.919781484,1
1,1,2,1,1,20,0.970588235,0.919781484,1
0,1,1,0,1,1,0.896364623,0.919781484,0
1,1,2,0,1,4,0.896364623,0.919781484,1
1,1,1,0,1,1,0.897003745,0.919781484,0
0,1,1,1,0,1,0.896364623,0.919781484,0
1,1,2,1,1,36,0.970588235,0.919781484,1
1,1,1,1,1,17,0.896364623,0.919781484,1
0,1,1,0,0,8,0.896364623,0.919781484,1
1,1,2,0,1,15,1,0.919781484,1
0,1,1,0,1,19,1,0.919781484,1
1,1,1,0,1,9,0.897003745,0.919781484,1
0,1,1,0,0,1,0.913043478,0.919781484,0
0,1,2,1,1,1,0.896364623,0.919781484,1
0,1,2,0,1,3,0.970588235,0.950631458,1
1,1,1,0,1,3,0.897003745,0.950631458,1
0,0,1,1,0,1,1,0.919781484,0
0,1,1,1,0,1,0.896364623,0.950631458,0
1,1,2,0,1,10,0.896364623,0.919781484,1
1,1,2,1,0,1,0.932926829,0.919781484,1
1,1,2,1,1,4,0.896364623,0.919781484,1
1,1,2,0,1,9,0.907407407,0.919781484,1
1,1,2,1,1,12,0.957281553,0.919781484,1
1,1,2,0,1,22,0.957281553,0.946666667,1
1,1,2,1,1,26,0.957281553,0.919781484,1
1,1,2,0,1,9,0.896364623,0.919781484,1
1,1,1,0,0,1,0.897003745,0.75,0
1,1,2,0,1,12,0.897003745,0.919781484,1
1,1,1,0,1,20,0.897003745,0.919781484,1
0,1,1,1,0,1,0.896364623,0.946666667,0
0,1,1,0,1,2,0.896364623,0.948717949,1
0,1,2,0,0,20,0.913043478,0.950631458,1
0,1,1,0,0,1,0.896364623,0.971544715,1
1,1,1,0,1,2,0.896364623,0.919781484,1
1,1,2,0,1,7,0.896364623,0.950631458,1
1,1,1,0,0,1,0.896364623,0.919781484,1
0,1,1,0,0,1,0.896364623,0.75,0
1,1,2,1,0,13,0.95,0.981818182,1
1,1,1,0,1,3,0.896364623,0.919781484,1
